SL NO,NEWSPAPER NAME,LANGUAGE,PERIODICITY,PUBLICATION CITY,2017-2018,2018-2019,2019-2020
269.0,AMRIT VARSHA,HINDI,DAILY(M),PATNA,"2,886,033","1,161,144","154,340"
270.0,ARDH VIRAM,HINDI,DAILY(M),PATNA,"41,820","15,967","6,143"
271.0,AWAZ E BIHAR,URDU,DAILY(M),PATNA,"47,175","47,781","31,662"
272.0,AZIMABAD MAIL,URDU,DAILY(M),PATNA,0,"44,902","23,694"
273.0,BEKHAUF INDIA,HINDI,MONTHLY,PATNA,0,"8,051","8,579"
274.0,BEROJGAR,HINDI,DAILY(M),PATNA,"25,468",0,0
275.0,BHAVISHYA WAK,URDU,DAILY(M),PATNA,"4,430",0,0
276.0,BUSINESS STANDARD,HINDI,DAILY(M),PATNA,"238,599","326,541","48,969"
277.0,DAINIK BHASKAR,HINDI,DAILY(M),PATNA,"6,503,716","5,390,592","2,948,212"
278.0,DAINIK JAGRAN,HINDI,DAILY(M),PATNA,"22,945,636","18,888,632","7,389,906"
279.0,DAUR E JADEED,URDU,DAILY(M),PATNA,"253,925","228,679","81,993"
280.0,EK QAUM,URDU,DAILY(M),PATNA,"5,906","121,350","80,167"
281.0,FAROOQUI TANZEEM,URDU,DAILY(M),PATNA,"2,130,178","1,821,550","878,640"
282.0,FREEDOM FIGHTER,HINDI,DAILY(M),PATNA,"71,007","71,410",0
283.0,GHAR GHAR KI AAWAZ,URDU,DAILY(M),PATNA,"3,668","39,851","28,608"
284.0,HAMARA DINMAN,HINDI,DAILY(M),PATNA,"25,377",0,0
285.0,HAMARA SAMAJ,URDU,DAILY(M),PATNA,"1,838,133","715,003","201,571"
286.0,HINDUSTAN,HINDI,DAILY(M),PATNA,"52,392,302","42,511,431","17,484,777"
287.0,HINDUSTAN EXPRESS,URDU,DAILY(M),PATNA,"52,680","58,936","15,439"
288.0,I NEXT,ENGLISH,DAILY(M),PATNA,0,979,0
289.0,IN DINON,URDU,DAILY(M),PATNA,"54,331","314,178","49,206"
290.0,INQUILAB,URDU,DAILY(M),PATNA,0,"195,094","32,872"
291.0,JAGRITI TIMES,HINDI,DAILY(M),PATNA,"334,347","525,734","170,296"
292.0,JAI DHARTI,HINDI,WEEKLY,PATNA,0,"7,789",0
293.0,JASARAT-E-BIHAR,URDU,DAILY(M),PATNA,"405,982","35,621","36,286"
294.0,KEWAL SACH TIMES,HINDI,MONTHLY,PATNA,0,"8,572",0
295.0,KHAB KI MANZIL,URDU,DAILY(M),PATNA,"28,496","36,414","23,694"
296.0,MARUTI KESHARI SAMACHAR,HINDI,DAILY(M),PATNA,"80,925","30,897",0
297.0,MASIH UL HIND,URDU,DAILY(M),PATNA,"12,293","25,326","7,796"
298.0,MITHILA GAURAV,HINDI,DAILY(M),PATNA,0,"6,143","9,757"
299.0,MORNING INDIA,ENGLISH,DAILY(M),PATNA,"725,208","371,213","81,834"
300.0,NEWS NEXT,ENGLISH,DAILY(M),PATNA,"233,477","24,876",0
301.0,NOOR-E-HIND,URDU,DAILY(M),PATNA,"33,224","54,703","23,694"
302.0,PINDAR,URDU,DAILY(M),PATNA,"495,103","844,735","473,496"
303.0,PIYARI TANZEEM,URDU,DAILY(M),PATNA,"204,836","433,492","339,358"
304.0,PRABHAT KHABAR,HINDI,DAILY(M),PATNA,"8,197,027","7,043,565","2,069,166"
305.0,PRATAH KIRAN,HINDI,DAILY(M),PATNA,"408,995","388,170","81,147"
306.0,PRATYUSH NAVBIHAR,HINDI,DAILY(M),PATNA,"69,076",0,0
307.0,PUNCH,HINDI,DAILY(M),PATNA,"9,670",0,0
308.0,PYARI URDU,URDU,DAILY(M),PATNA,"338,373","386,253","36,286"
309.0,QAUMI DUNIYA,URDU,DAILY(M),PATNA,"262,929","18,158","6,143"
310.0,QAUMI RAHBAR,URDU,DAILY(M),PATNA,0,0,"12,925"
311.0,QAUMI TANZEEM,URDU,DAILY(M),PATNA,"5,276,705","2,257,005","736,022"
312.0,RASHTRIYA SAGAR,HINDI,DAILY(M),PATNA,"1,125,722","1,591,270","276,165"
313.0,RASHTRIYA SAHARA,HINDI,DAILY(M),PATNA,"1,018,297","1,294,161","256,383"
314.0,ROSHNI E ZINDAGI,URDU,DAILY(M),PATNA,"15,367","30,043","23,694"
315.0,ROZNAMA RASHTRIYA SAHARA,URDU,DAILY(M),PATNA,"153,134","630,955","97,922"
316.0,SADA E AWAM,URDU,DAILY(M),PATNA,"58,788",0,0
317.0,SAHARA EXPRESS,URDU,DAILY(M),PATNA,"3,668","30,043","28,608"
318.0,SAMAY AUR SAMAJ,HINDI,DAILY(M),PATNA,0,"33,016","11,202"
319.0,SAMPURNA BHARAT,HINDI,DAILY(M),PATNA,"280,976","692,861","153,616"
320.0,SANGAM,URDU,DAILY(M),PATNA,"133,727","88,116","28,608"
321.0,SANMARG,HINDI,DAILY(M),PATNA,"893,858","4,363,855","1,277,318"
323.0,SHAFINA,URDU,DAILY(M),PATNA,"4,430","36,286","28,608"
324.0,SHUBHAM SANDESH,HINDI,DAILY(M),PATNA,0,"49,797","4,541"
325.0,SIYASI NEWS,URDU,DAILY(M),PATNA,0,"11,055","23,681"
326.0,SUNAMI TIMES,HINDI,MONTHLY,PATNA,"37,874","18,875","32,601"
327.0,TAASIR,URDU,DAILY(M),PATNA,"2,429,226","3,362,136","1,590,548"
328.0,THE HAMARA NAARA,URDU,DAILY(M),PATNA,"7,334","100,846","38,229"
329.0,THE HINDUSTAN TIMES,ENGLISH,DAILY(M),PATNA,"1,633,085","1,205,493","624,420"
330.0,THE QURRAH TANZEEM,URDU,DAILY(M),PATNA,"154,531","209,674","85,561"
331.0,TIMES OF INDIA,ENGLISH,DAILY(M),PATNA,"2,693,565","3,753,490","764,299"
332.0,TISARI ANKH,HINDI,MONTHLY,PATNA,0,"8,051","8,579"
333.0,VIVARAN TIMES,HINDI,WEEKLY,PATNA,0,"15,591","16,420"
334.0,WAQAR E HIND,URDU,DAILY(M),PATNA,0,"157,355","100,548"
335.0,YUG KI NAI SOCH,HINDI,MONTHLY,PATNA,0,0,"9,489"
336.0,HINDUSTAN,HINDI,DAILY(M),PURNIA,0,0,"131,549"
337.0,AAP TAK,HINDI,DAILY(M),SAMASTIPUR,0,"163,408","99,553"
338.0,HALAT-E-BIHAR,URDU,DAILY(M),SAMASTIPUR,"465,561","241,663",0
339.0,MEDIA DARSHAN,HINDI,DAILY(M),SASARAM,"3,214,263","4,193,739","1,363,560"
340.0,AJIT,PUNJABI,DAILY(M),CHANDIGARH,"5,882,946","3,225,312","1,713,653"
341.0,AJIT SAMACHAR,HINDI,DAILY(M),CHANDIGARH,0,"451,202","66,860"
342.0,AMAR UJALA,HINDI,DAILY(M),CHANDIGARH,"6,906,255","3,470,271","2,574,690"
343.0,ARTH PARKASH,HINDI,DAILY(M),CHANDIGARH,"2,218,710","1,992,272","481,986"
344.0,BULAND HASTIYAN,HINDI,MONTHLY,CHANDIGARH,"15,063",0,0
345.0,BUSINESS STANDARD,HINDI,DAILY EXCEPTSUNDAY,CHANDIGARH,"764,500","202,612","23,837"
346.0,BUSINESS STANDARD,ENGLISH,DAILY(M),CHANDIGARH,"964,047","305,868","141,768"
347.0,DAILY POST,ENGLISH,DAILY(M),CHANDIGARH,"35,128","108,388","12,020"
348.0,DAINIK BHASKAR,HINDI,DAILY(M),CHANDIGARH,"7,299,661","4,102,343","1,501,289"
349.0,DAINIK JAGRAN,HINDI,DAILY(M),CHANDIGARH,"210,905","360,556","255,147"
350.0,DAINIK SAVERA TIMES,HINDI,DAILY(M),CHANDIGARH,"796,503","639,838","268,913"
351.0,DAINIK TRIBUNE,HINDI,DAILY(M),CHANDIGARH,"500,803","515,977","78,954"
352.0,DESH SEVAK,PUNJABI,DAILY(M),CHANDIGARH,"189,386","140,262","27,870"
353.0,DIVYA HIMACHAL,HINDI,DAILY(M),CHANDIGARH,0,0,"23,257"
354.0,HIND SAMACHAR  (JALANDHAR),URDU,DAILY(M),CHANDIGARH,"82,455","130,942",0
355.0,INDIAN EXPRESS,ENGLISH,DAILY(M),CHANDIGARH,"1,652,658","1,626,021","550,124"
356.0,JAG BANI (JALANDHAR),PUNJABI,DAILY(M),CHANDIGARH,"810,433","658,339",0
357.0,JAG MARG,HINDI,DAILY(M),CHANDIGARH,0,0,"25,138"
358.0,JANSATTA,HINDI,DAILY(M),CHANDIGARH,"324,575","190,265","40,111"
359.0,JANTA EXPRESS,PUNJABI,DAILY(E),CHANDIGARH,"96,907","398,902","25,799"
360.0,KAUMIMARG,PUNJABI,DAILY(M),CHANDIGARH,"296,360",0,0
361.0,LOKSATYA,HINDI,DAILY(M),CHANDIGARH,0,"78,799","60,478"
362.0,NAYA INDIA,HINDI,DAILY(M),CHANDIGARH,"45,110","26,527",0
363.0,NAYA LOK YUG,HINDI,DAILY(M),CHANDIGARH,0,"206,778","124,608"
364.0,PUNJAB KESARI (JALANDHAR),HINDI,DAILY(M),CHANDIGARH,"13,756,399","5,732,977",0
365.0,PUNJABI TRIBUNE,PUNJABI,DAILY(M),CHANDIGARH,"780,709","754,239","231,658"
366.0,ROZANA SPOKESMAN,PUNJABI,DAILY(M),CHANDIGARH,"4,417,875","8,636,555","3,455,089"
367.0,TARA,HINDI,DAILY(M),CHANDIGARH,0,0,"4,541"
368.0,THE ECONOMIC TIMES,ENGLISH,DAILY(M),CHANDIGARH,"1,812,765","832,628","179,443"
369.0,THE FINANCIAL EXPRESS,ENGLISH,DAILY(M),CHANDIGARH,"1,426,697","330,157","128,656"
370.0,THE HINDUSTAN TIMES,ENGLISH,DAILY(M),CHANDIGARH,"5,332,571","3,176,676","1,532,334"
371.0,THE MEDIA EXPRESSION,ENGLISH,MONTHLY,CHANDIGARH,"100,482","9,963",0
372.0,THE PIONEER,ENGLISH,DAILY(M),CHANDIGARH,"217,405","388,432","130,117"
373.0,THE TIMES OF INDIA,ENGLISH,DAILY(M),CHANDIGARH,"2,261,339","2,532,767","1,029,086"
374.0,THE TRIBUNE,ENGLISH,DAILY(M),CHANDIGARH,"30,039,502","23,023,259","10,632,829"
375.0,THE VOICE OF CHANDIGARH,ENGLISH,WEEKLY,CHANDIGARH,0,"10,531",0
376.0,TRANSPORT TIMES,HINDI,WEEKLY,CHANDIGARH,0,0,"6,467"
377.0,YUG MARG,ENGLISH,DAILY(M),CHANDIGARH,"811,144","822,101","1,023,647"
378.0,HIND SAMACHAR,URDU,DAILY(M),JALANDHAR,"225,402","138,799","44,404"
379.0,AMBIKAVANI,HINDI,DAILY(M),AMBIKAPUR,"23,591","333,565","269,894"
380.0,ARANYACHAL,HINDI,DAILY(M),AMBIKAPUR,"15,808","15,871",0
381.0,GHATATI GHATANA,HINDI,DAILY(M),AMBIKAPUR,"133,915","208,174","4,541"
382.0,RIHAND TIMES,HINDI,DAILY(E),AMBIKAPUR,"438,928","623,368","286,113"
383.0,AMBIKAVANI,HINDI,DAILY(M),BAIKUNTHPUR,"84,265","118,635","81,079"
384.0,ISPAT KI DHADKAN,HINDI,WEEKLY,BHILAI,0,"5,616","3,507"
385.0,NEWS CREATION,HINDI,DAILY(E),BHILAI,"4,768","22,436","93,000"
387.0,SHRIKANCHANPATH,HINDI,DAILY(E),BHILAI,"45,380","149,108","6,143"
388.0,AMRIT SANDESH,HINDI,DAILY(M),BILASPUR,"188,026","171,322","29,625"
389.0,DABANG DUNIYA,HINDI,DAILY(M),BILASPUR,0,"220,729","535,507"
390.0,DAINANDINI,HINDI,DAILY(M),BILASPUR,0,0,"25,609"
391.0,DAINIK BHASKAR,HINDI,DAILY(M),BILASPUR,"1,640,361","1,345,507","407,453"
392.0,DESH BANDHU,HINDI,DAILY(M),BILASPUR,"136,967","340,661","146,833"
393.0,EVENING TIMES,HINDI,DAILY(E),BILASPUR,0,0,"6,143"
394.0,EXPRESS NEWS,HINDI,DAILY(M),BILASPUR,"1,075,012","428,690","32,637"
395.0,HARI BHOOMI,HINDI,DAILY(M),BILASPUR,"12,228,881","5,927,819","2,545,512"
396.0,HIGHWAY CHANNEL,HINDI,DAILY(E),BILASPUR,"31,007","49,353","9,413"
397.0,KAHI ANKAHI,HINDI,DAILY(M),BILASPUR,"243,564","453,650","27,497"
398.0,LOK SWAR,HINDI,DAILY(M),BILASPUR,0,0,"194,514"
399.0,NAIDUNIA,HINDI,DAILY(M),BILASPUR,"785,028","2,016,516","297,148"
400.0,NAV BHARAT,HINDI,DAILY(M),BILASPUR,"7,494,811","9,977,878","4,205,963"
401.0,NAV PRADESH,HINDI,DAILY(M),BILASPUR,"1,106,370","567,606","273,840"
402.0,PATRIKA,HINDI,DAILY(M),BILASPUR,"2,309,758","1,509,678","382,334"
403.0,SWADESH,HINDI,DAILY(M),BILASPUR,"233,973","906,479","314,758"
404.0,BASTER IMPACT,HINDI,DAILY(M),DANTEWADA,0,"123,835","276,477"
405.0,PRAKHAR SAMACHAR,HINDI,DAILY(E),DHAMTARI,"929,846","990,609","171,865"
406.0,CHINTAK,HINDI,DAILY(M),DURG,0,"161,112","12,166"
407.0,DABANG DUNIYA,HINDI,DAILY(M),DURG,0,"525,041","1,860,760"
408.0,DAKSHINAPATH,HINDI,FORTNIGHTLY,DURG,0,"12,418","6,467"
409.0,PAHAT,HINDI,DAILY(M),DURG,"358,664","437,164","24,708"
410.0,SAMAY DARSHAN,HINDI,DAILY(M),DURG,"328,486","509,446","146,013"
411.0,SATHI SANDESH,HINDI,DAILY(M),DURG,"151,337","450,318","60,723"
412.0,BAHUJAN DARPAN,HINDI,WEEKLY,JAGDALPUR,0,"6,496",0
413.0,BASTARIA,HINDI,WEEKLY,JAGDALPUR,0,"5,174",0
414.0,CHHANEL INDIA,HINDI,DAILY(E),JAGDALPUR,"140,109","457,231","26,647"
415.0,DANDKARANYA SAMACHAR,HINDI,DAILY(M),JAGDALPUR,"266,737","553,815","301,955"
416.0,HIGHWAY CHANNEL,HINDI,DAILY(E),JAGDALPUR,"116,860","170,870","48,463"
417.0,HINDSAT,HINDI,DAILY(M),JAGDALPUR,"980,653","661,956","89,354"
418.0,KARMKRANTI,HINDI,DAILY(M),JAGDALPUR,"192,701","148,358","168,608"
419.0,PRAKHAR SAMACHAR,HINDI,DAILY(E),JAGDALPUR,"192,358","231,561","130,726"
420.0,PRATAH INDIA,HINDI,DAILY(M),JAGDALPUR,0,"1,062,684","243,940"
421.0,MOOLMANTRA,HINDI,DAILY(M),JANJGIR,"74,542","406,087","85,432"
422.0,SANWAD SAADHANA,HINDI,DAILY(E),JANJGIR,0,"20,783",0
423.0,JASHPURANCHAL,HINDI,DAILY(M),JASHPUR,"83,545","206,126","107,483"
424.0,CHHATTISGARH GAURAV,HINDI,DAILY(E),KORBA,"95,234","109,744","9,413"
425.0,CHHATTISGARH VAIBHAV,HINDI,DAILY(M),KORBA,"43,946","320,186","93,831"
426.0,KARNAPRIYA,HINDI,DAILY(E),KORBA,0,0,"6,143"
427.0,KORBA BALKO TIMES,HINDI,DAILY(M),KORBA,0,"27,940","6,143"
428.0,LOK SADAN,HINDI,DAILY(E),KORBA,"666,246","187,837","9,413"
429.0,LOKPRIYA NISHAPAKSHA V.,HINDI,WEEKLY,KORBA,0,"6,496","4,865"
430.0,MITAN,HINDI,DAILY(E),KORBA,"122,643","319,087","89,979"
431.0,RASHTRIYA VIJAY MAIL,HINDI,DAILY(M),KORBA,0,"331,838","72,882"
432.0,SAMVAD SADHNA,HINDI,DAILY(E),KORBA,"26,962","9,413","9,413"
433.0,SANDHYA SAMIKSHAKSAMACHAR,HINDI,DAILY(E),KORBA,"30,564","53,784","9,413"
434.0,TARUN CHHATTISGARH,HINDI,DAILY(E),KORBA,"622,088","668,923","126,173"
435.0,CHHATTISGARH SHABD,HINDI,WEEKLY,MAHASAMUND,0,"3,893",0
436.0,MARGIN NEWS,HINDI,MONTHLY,MAHASAMUND,0,"4,151",0
437.0,SAMVAD SADHNA,HINDI,DAILY(E),MAHASAMUND,"32,354","9,413","70,460"
438.0,DAINIK BHASKAR,HINDI,DAILY(M),RAIGARH,"375,687","737,284","298,384"
439.0,ISPAT TIMES,HINDI,DAILY(M),RAIGARH,"27,616","473,656","45,358"
440.0,JANKARM,HINDI,DAILY(M),RAIGARH,0,"93,071","7,796"
441.0,KRANTIKARI SANKET,HINDI,DAILY(M),RAIGARH,"165,714","12,346","6,143"
442.0,AAJ KA AALAP,HINDI,DAILY(M),RAIPUR,0,"3,807","9,413"
443.0,AAJ KI JANDHARA,HINDI,DAILY(M),RAIPUR,"21,086","9,413","9,413"
444.0,AGRADOOT,HINDI,DAILY(E),RAIPUR,0,"34,869","7,796"
445.0,AJAY BHARAT,HINDI,DAILY(M),RAIPUR,"192,409","171,586","16,261"
446.0,AKBAR TIMES,HINDI,WEEKLY,RAIPUR,0,"7,786",0
447.0,ALMUKANDAS,URDU,DAILY(M),RAIPUR,"665,563","320,477","35,871"
448.0,AMAN PATH,HINDI,DAILY(M),RAIPUR,0,"256,831","304,594"
449.0,AMBIKAVANI,HINDI,DAILY(M),RAIPUR,0,"99,279","51,454"
450.0,AMRIT SANDESH,HINDI,DAILY(M),RAIPUR,"176,917","105,941","85,837"
451.0,AVIRAL SAMACHAR,HINDI,MONTHLY,RAIPUR,0,"6,755",0
453.0,BHARTIYA PRAVAKTA,HINDI,DAILY(M),RAIPUR,"9,590","20,783",0
454.0,BUSINESS STANDARD,HINDI,DAILY EXCEPTSUNDAY,RAIPUR,"779,578","122,984",0
455.0,CENTRAL CHRONICLE,ENGLISH,DAILY(M),RAIPUR,0,"557,138","436,909"
456.0,CHANNEL INDIA,HINDI,DAILY(E),RAIPUR,"945,900","658,410","14,742"
457.0,CHHATISGARH,HINDI,DAILY(E),RAIPUR,"130,528","305,474","7,796"
458.0,CHHATTISGARH CRIMES,HINDI,WEEKLY,RAIPUR,0,"5,174",0
459.0,CHHATTISGARH SWAR,HINDI,DAILY(E),RAIPUR,0,"20,783","6,143"
460.0,CHHATTISGARH WATCH,HINDI,DAILY(M),RAIPUR,"124,792","173,888","43,471"
461.0,CHOICE TIMES,ENGLISH,DAILY(M),RAIPUR,"112,631","208,800","40,207"
462.0,DABANG DUNIA,HINDI,DAILY(M),RAIPUR,"1,778,767","2,147,283","242,317"
463.0,DAINANDINI,HINDI,DAILY(M),RAIPUR,"94,930","1,067,443","495,017"
464.0,DAINIK BHASKAR,HINDI,DAILY(M),RAIPUR,"15,198,021","7,665,951","4,462,041"
465.0,DANDAKARANYA SAMACHAR,HINDI,DAILY(M),RAIPUR,0,"91,387","99,884"
466.0,DESH BANDHU,HINDI,DAILY(M),RAIPUR,"990,960","1,366,734","159,052"
467.0,HARI BHOOMI,HINDI,DAILY(M),RAIPUR,"21,288,596","24,556,676","8,112,105"
468.0,HIGHWAY CHANNEL,HINDI,DAILY(E),RAIPUR,"64,533","490,152","42,619"
469.0,HIND KI ZAMEEN,HINDI,MONTHLY,RAIPUR,"11,776","11,776",0
470.0,HIND KI ZAMEEN,HINDI,DAILY(M),RAIPUR,"42,235","8,669",0
471.0,HINDSAT,HINDI,DAILY(M),RAIPUR,"99,956",0,0
472.0,ISPAT TIMES,HINDI,DAILY(M),RAIPUR,"162,542","97,526","9,413"
473.0,KAHI ANKAHI,HINDI,DAILY(M),RAIPUR,"31,511","328,152","7,796"
474.0,KALYUG KA BHARAT,HINDI,DAILY(M),RAIPUR,"56,914","69,797","6,143"
475.0,KAUMI MANZIL,URDU,DAILY(M),RAIPUR,"357,053","551,224","91,541"
476.0,KAUMI MUKAM,URDU,DAILY(M),RAIPUR,"216,557","239,236","177,579"
477.0,KHABAR EXPRESS,URDU,DAILY(M),RAIPUR,0,"168,399","12,382"
478.0,KRISHAK JAGAT,HINDI,WEEKLY,RAIPUR,0,"7,789",0
479.0,LOK MAYA,HINDI,MONTHLY,RAIPUR,0,"9,497",0
480.0,LOK MAYA,HINDI,DAILY(E),RAIPUR,0,0,"6,143"
481.0,LOK SHAKTI,HINDI,DAILY(M),RAIPUR,0,0,"51,792"
482.0,LOKPRIEEYA NISHAPAKSHAVARTA,HINDI,WEEKLY,RAIPUR,0,"7,786","4,865"
483.0,MAHAKOSHAL,HINDI,DAILY(M),RAIPUR,0,"34,869","7,796"
484.0,MAITHIL PRAVAHIKA,HINDI,MONTHLY,RAIPUR,0,"5,211",0
485.0,NAI DUNIA,HINDI,DAILY(M),RAIPUR,"5,669,752","2,742,129","750,198"
486.0,NAV BHARAT,HINDI,DAILY(M),RAIPUR,"18,590,971","20,362,746","10,210,729"
487.0,NAV PRADESH,HINDI,DAILY(M),RAIPUR,"326,988","964,938","620,820"
488.0,NAYA INDIA,HINDI,DAILY(M),RAIPUR,0,"11,730",0
489.0,PATRIKA,HINDI,DAILY(M),RAIPUR,"9,556,655","2,786,531","1,503,631"
490.0,PEHLI DASTAK,HINDI,WEEKLY,RAIPUR,0,"9,343",0
491.0,PRADESH TODAY,HINDI,DAILY(E),RAIPUR,"263,003","42,170","9,413"
492.0,PRAKHAR SAMACHAR,HINDI,DAILY(E),RAIPUR,"123,444","517,922","328,199"
493.0,SAHAR KI JANTA SE RISHTA,HINDI,DAILY(E),RAIPUR,"671,386","720,841","9,413"
494.0,SAMVET SHIKHAR,HINDI,DAILY(M),RAIPUR,"219,946","1,697,799","265,749"
495.0,SANMATI EXPRESS,HINDI,MONTHLY,RAIPUR,0,"7,589",0
496.0,SAROKAR,HINDI,DAILY(M),RAIPUR,"142,221","7,796","75,045"
497.0,SATHI SANDESH,HINDI,DAILY(M),RAIPUR,0,"136,802","23,533"
498.0,SWADESH,HINDI,DAILY(M),RAIPUR,"86,132","1,209,377","558,537"
499.0,TARUN CHHATTISGARH,HINDI,DAILY(E),RAIPUR,"959,633","540,693","43,899"
500.0,TATPAR,HINDI,MONTHLY,RAIPUR,"13,593","13,728","6,514"
501.0,THE HITAVADA,ENGLISH,DAILY(M),RAIPUR,"1,692,427","1,467,879","566,465"
502.0,THE PIONEER,ENGLISH,DAILY(M),RAIPUR,"26,894","744,370","209,004"
503.0,THE TIMES OF INDIA,ENGLISH,DAILY(M),RAIPUR,"973,145","1,289,669","449,593"
504.0,UTKAL MAIL,HINDI,DAILY(M),RAIPUR,"18,594","115,019","9,413"
505.0,VIPRA VARTA,HINDI,MONTHLY,RAIPUR,"29,176",0,0
506.0,VISHWA PARIWAR,HINDI,DAILY(M),RAIPUR,"984,507","734,922","226,752"
507.0,VISION WATCH,ENGLISH,DAILY(M),RAIPUR,0,0,"6,143"
508.0,CHHATTISGARH JHALAK,HINDI,DAILY(E),RAJNANDGAON,"28,763","68,038","23,668"
509.0,DAWA,HINDI,DAILY(M),RAJNANDGAON,"89,392","506,351","257,802"
510.0,KADUWA GHUT,HINDI,WEEKLY,RAJNANDGAON,0,"7,786","4,865"
511.0,KRANTIKARI SANKET,HINDI,DAILY(M),RAJNANDGAON,"357,230",0,0
512.0,PAHUNA,HINDI,DAILY(M),RAJNANDGAON,"39,703","183,168","46,200"
513.0,SABERA SANKET,HINDI,DAILY(M),RAJNANDGAON,"63,551","127,665","26,233"
514.0,HAKK,GUJARATI,WEEKLY,DADRA,0,"7,786",0
515.0,UT TODAY,HINDI,DAILY(M),DADRA,"904,264","1,665,528","494,729"
517.0,DAMAN KHABAR,HINDI,DAILY(M),SILVASSA,"21,318","1,229,254","474,809"
518.0,DAWN OF INDIA,HINDI,DAILY(M),SILVASSA,"57,208",0,0
519.0,GUJARAT CHITRA,GUJARATI,DAILY(M),SILVASSA,"366,805","612,532","147,566"
520.0,JANADESH,GUJARATI,DAILY(M),SILVASSA,"170,611","554,612","303,649"
521.0,NISHPAKSHA JANSANSAR,HINDI,DAILY(M),SILVASSA,"10,107,679","10,023,709","1,399,138"
522.0,PRABHAT DARPAN,HINDI,WEEKLY,SILVASSA,0,"9,343",0
523.0,PRATAH VARTA,HINDI,DAILY(M),SILVASSA,"1,265,362","927,564","133,678"
524.0,SAAMNA TIMES,HINDI,DAILY(M),SILVASSA,"152,098",0,"442,288"
525.0,SAMVEDANA EXPRESS,HINDI,FORTNIGHTLY,SILVASSA,0,"12,418","6,467"
526.0,SILVASA MIRROR,ENGLISH,DAILY(M),SILVASSA,"1,445,177","1,456,658","1,150,557"
527.0,THE TERRITORY TIMES,HINDI,WEEKLY,SILVASSA,0,0,"3,507"
528.0,YUGNA ENDHAN,GUJARATI,DAILY EXCEPTSUNDAY,SILVASSA,0,"124,396","28,447"
529.0,ASHALI AZADI,HINDI,DAILY(M),DAMAN,"2,144,786","237,246","154,802"
530.0,JANADESH,GUJARATI,DAILY(M),DAMAN,"1,750,247","1,591,816","784,516"
531.0,JANTA SARKAR,HINDI,DAILY(M),DAMAN,"95,064","605,149","365,480"
532.0,NAVBHARAT TIMES,GUJARATI,DAILY(M),DAMAN,"31,908",0,"119,969"
533.0,SAAMNA,GUJARATI,DAILY(M),DAMAN,"240,800","979,491","499,939"
534.0,SAVERA INDIA TIMES,HINDI,DAILY(M),DAMAN,"1,848,858","994,048","400,904"
535.0,VARTAMAN PRAVAH,GUJARATI,DAILY(M),DAMAN,"605,316","2,558,747","1,131,298"
536.0,AAJ SAMAJ,HINDI,DAILY(M),DELHI,"5,458,307","2,799,786","1,338,615"
537.0,AALLA SANDESH,HINDI,DAILY(M),DELHI,"139,270",0,0
538.0,AALMI JUNG,URDU,WEEKLY,DELHI,0,0,"4,865"
539.0,AALMI WUJOOD,URDU,MONTHLY,DELHI,0,0,"8,579"
540.0,AAPKI NEWS,HINDI,FORTNIGHTLY,DELHI,0,"6,496",0
541.0,AAPSI VICHAR PARCHAR,PUNJABI,WEEKLY,DELHI,0,"10,348","6,467"
542.0,ABHI TAK CRIME TIMES,HINDI,WEEKLY,DELHI,0,"7,786","4,865"
543.0,ACTION INDIA,HINDI,WEEKLY,DELHI,0,"18,694","27,565"
544.0,ACTION INDIA,HINDI,DAILY(M),DELHI,"728,239","1,262,687","64,642"
545.0,ADARSH HINDUSTAN,HINDI,MONTHLY,DELHI,0,0,"12,504"
546.0,AJAY BHARAT,HINDI,DAILY(M),DELHI,0,"32,273","33,916"
547.0,AKHBAR-E-MASHRIQ,URDU,DAILY(M),DELHI,0,"507,463","65,570"
548.0,AKHBAR-E-NAU,URDU,WEEKLY,DELHI,0,"3,893",0
549.0,AKS,PUNJABI,MONTHLY,DELHI,"75,916","207,625","92,808"
550.0,AL-MOMIN,URDU,DAILY(M),DELHI,0,"12,422","153,245"
551.0,AL-YAUM,URDU,DAILY(M),DELHI,"177,377",0,0
552.0,AMAR ARYAVRAT SAMACHAR,HINDI,MONTHLY,DELHI,0,"8,302","5,189"
553.0,AMAR BHARTI,HINDI,WEEKLY,DELHI,0,"10,905","27,565"
554.0,AMAR BHARTI,HINDI,DAILY(M),DELHI,"77,172","383,911","610,923"
555.0,AMAR SAHARA,HINDI,MONTHLY,DELHI,0,"9,497",0
556.0,AMAR SAHARA,HINDI,WEEKLY,DELHI,"28,976","56,623","13,077"
557.0,AMAR SANDESH,HINDI,WEEKLY,DELHI,0,"7,388","7,330"
558.0,AMAR UJALA,HINDI,DAILY(M),DELHI,"26,981,995","17,242,600","9,748,201"
559.0,AMRIT GARIMA,HINDI,DAILY(M),DELHI,"70,497",0,0
560.0,AMRIT INDIA,HINDI,DAILY(M),DELHI,"4,041,637","3,828,523","396,940"
561.0,AMRIT PRAKASH,PUNJABI,DAILY(M),DELHI,0,"44,089","7,796"
562.0,AMRIT VARSHA,HINDI,DAILY(M),DELHI,"1,391,466","1,289,554","253,236"
563.0,ANDALIB,URDU,DAILY(M),DELHI,"486,218","199,495","86,203"
564.0,ANKALAN,HINDI,WEEKLY,DELHI,0,"5,174","6,467"
565.0,ANKIT SANDESH,HINDI,WEEKLY,DELHI,0,0,"6,467"
